src_system;src_name;src_column_name;src_column_order;is_nullable;is_primary_key;bronze_col_name;bronze_col_datatype
datasphere;ZREP_MM_MATEVAL;VALUATION_STRATEGY_PREVIOUS;60;1;0;valuation_strategy_previous;STRING
datasphere;ZREP_MM_MATEVAL;VALUATION_STRATEGY_FUTURE;61;1;0;valuation_strategy_future;STRING
datasphere;ZREP_MM_MATEVAL;VALUATION_CLASS_SALES_ORDER;62;1;0;valuation_class_sales_order;STRING
datasphere;ZREP_MM_MATEVAL;VALUATION_CLASS_PROJECT;63;1;0;valuation_class_project;STRING
datasphere;ZREP_MM_MATEVAL;MATERIAL_USAGE;64;1;0;material_usage;STRING
datasphere;ZREP_MM_MATEVAL;MATERIAL_ORIGIN;65;1;0;material_origin;STRING
datasphere;ZREP_MM_MATEVAL;PRODUCED_IN_HOUSE;66;1;0;produced_in_house;STRING
datasphere;ZREP_MM_MATEVAL;VALUATION_IN_ALT_UOM;67;1;0;valuation_in_alt_uom;STRING
datasphere;ZREP_MM_MATEVAL;PRICE_UNIT_VALUATION;68;1;0;price_unit_valuation;"DECIMAL(5;0)"
datasphere;ZREP_MM_MATEVAL;VALUATION_CLASS_VENDOR_STOCK;69;1;0;valuation_class_vendor_stock;STRING
datasphere;ZREP_MM_MATEVAL;PREPAID_INVENTORY;70;1;0;prepaid_inventory;STRING
datasphere;ZREP_PRODUCTHIERARCHY;__operation_type;1;0;0;__change_type;STRING
datasphere;ZREP_PRODUCTHIERARCHY;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;ZREP_PRODUCTHIERARCHY;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;ZREP_PRODUCTHIERARCHY;PRODH;4;0;1;product_hierarchy;STRING
datasphere;ZREP_PRODUCTHIERARCHY;STUFE;5;1;0;level_in_product_hierarchy;STRING
datasphere;ZREP_PRODUCTHIERARCHYTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;ZREP_PRODUCTHIERARCHYTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;ZREP_PRODUCTHIERARCHYTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;ZREP_PRODUCTHIERARCHYTEXT;SPRAS;4;0;1;language_key;STRING
datasphere;ZREP_PRODUCTHIERARCHYTEXT;PRODH;5;0;1;product_hierarchy;STRING
datasphere;ZREP_PRODUCTHIERARCHYTEXT;VTEXT;6;1;0;description;STRING
datasphere;ZREP_WORKCENTERTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;ZREP_WORKCENTERTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;ZREP_WORKCENTERTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;ZREP_WORKCENTERTEXT;OBJTY;4;0;1;object_type;STRING
datasphere;ZREP_WORKCENTERTEXT;OBJID;5;0;1;object_id;STRING
datasphere;ZREP_WORKCENTERTEXT;SPRAS;6;0;1;language;STRING
datasphere;ZREP_WORKCENTERTEXT;AEDATTEXT;7;1;0;change_date_text;STRING
datasphere;ZREP_WORKCENTERTEXT;AENAMTEXT;8;1;0;changed_by_user_text;STRING
datasphere;ZREP_WORKCENTERTEXT;KTEXT;9;1;0;short_text;STRING
datasphere;ZREP_WORKCENTERTEXT;KTEXTUP;10;1;0;short_text_uppercase;STRING
